,0
0,3.9124979972839355
1,3.910554885864258
2,3.9091851711273193
3,3.907799482345581
4,3.9062187671661377
5,3.904263496398926
6,3.9016788005828857
7,3.8981659412384033
8,3.8931849002838135
9,3.8860573768615723
10,3.8757920265197754
11,3.861177921295166
12,3.8415751457214355
13,3.818676471710205
14,3.794264078140259
15,3.7727975845336914
16,3.7543387413024902
17,3.73801851272583
18,3.7226779460906982
19,3.708047389984131
20,3.6926515102386475
21,3.6770384311676025
22,3.659088611602783
23,3.638458728790283
24,3.6125340461730957
25,3.5832877159118652
26,3.5538620948791504
27,3.5298547744750977
28,3.5084030628204346
29,3.491234064102173
30,3.4775948524475098
31,3.4686222076416016
32,3.45851731300354
33,3.4521641731262207
34,3.4405715465545654
35,3.432370662689209
36,3.427391290664673
37,3.417806386947632
38,3.409153461456299
39,3.4016995429992676
40,3.393458843231201
41,3.3866899013519287
42,3.379875659942627
43,3.3708910942077637
44,3.36411452293396
45,3.3573334217071533
46,3.350555896759033
47,3.3421316146850586
48,3.337836980819702
49,3.3313040733337402
50,3.326022148132324
51,3.319084882736206
52,3.31308650970459
53,3.3095803260803223
54,3.303893566131592
55,3.2978017330169678
56,3.2930691242218018
57,3.288273334503174
58,3.2842812538146973
59,3.2797625064849854
60,3.274453639984131
61,3.2705540657043457
62,3.266557216644287
63,3.263367176055908
64,3.2587835788726807
65,3.254990577697754
66,3.2512283325195312
67,3.2469749450683594
68,3.2433199882507324
69,3.2392117977142334
70,3.2382545471191406
71,3.2355740070343018
72,3.231353521347046
73,3.227099895477295
74,3.224559783935547
75,3.220318555831909
76,3.216933488845825
77,3.2147364616394043
78,3.21130108833313
79,3.2083234786987305
80,3.2036919593811035
81,3.2026753425598145
82,3.1984872817993164
83,3.1957178115844727
84,3.1929209232330322
85,3.1906094551086426
86,3.186768054962158
87,3.184920072555542
88,3.181100606918335
89,3.1781725883483887
90,3.1756865978240967
91,3.172447443008423
92,3.168738603591919
93,3.166616439819336
94,3.1644105911254883
95,3.1622276306152344
96,3.1580333709716797
97,3.155308246612549
98,3.154400110244751
99,3.15104079246521
100,3.148660182952881
101,3.1447055339813232
102,3.143317222595215
103,3.140540599822998
104,3.1372978687286377
105,3.1335983276367188
106,3.1307480335235596
107,3.1288230419158936
108,3.1265034675598145
109,3.1236774921417236
110,3.120751142501831
111,3.118356704711914
112,3.1159398555755615
