,0
113,3.1140341758728027
114,3.1096372604370117
115,3.1087868213653564
116,3.1060562133789062
117,3.1037168502807617
118,3.101778984069824
119,3.09773850440979
120,3.094468116760254
121,3.093188762664795
122,3.088765859603882
123,3.087233066558838
124,3.0846939086914062
125,3.0834028720855713
126,3.0792102813720703
127,3.0783798694610596
128,3.075209379196167
129,3.072805166244507
130,3.0708200931549072
131,3.0683460235595703
132,3.0642566680908203
133,3.061901092529297
134,3.060607671737671
135,3.0580954551696777
136,3.054918050765991
137,3.053311824798584
138,3.0500857830047607
139,3.0485215187072754
140,3.0460121631622314
141,3.043936252593994
142,3.0416321754455566
143,3.038267135620117
144,3.0369908809661865
145,3.0336787700653076
146,3.0314862728118896
147,3.0289483070373535
148,3.028482437133789
149,3.0245468616485596
150,3.0221290588378906
151,3.0201876163482666
152,3.018171787261963
153,3.01539945602417
154,3.013707399368286
155,3.010695695877075
156,3.0082955360412598
157,3.0063350200653076
158,3.005825996398926
159,3.001469135284424
160,3.0004665851593018
161,2.9971113204956055
162,2.9946627616882324
163,2.9934399127960205
164,2.990302562713623
165,2.987614154815674
166,2.9866080284118652
167,2.9838247299194336
168,2.9821934700012207
169,2.9789979457855225
170,2.9780282974243164
171,2.973933219909668
172,2.973493814468384
173,2.970729351043701
174,2.9679510593414307
175,2.9667177200317383
176,2.9633629322052
177,2.961366653442383
178,2.9599251747131348
179,2.9565279483795166
180,2.9538848400115967
181,2.951465368270874
182,2.9504354000091553
183,2.9484119415283203
184,2.9472622871398926
185,2.9429359436035156
186,2.9399285316467285
187,2.9391958713531494
188,2.9363276958465576
189,2.9355618953704834
190,2.931079387664795
191,2.9307870864868164
192,2.92818546295166
193,2.9268431663513184
194,2.9245998859405518
195,2.9210474491119385
196,2.9199399948120117
197,2.917616844177246
198,2.9148569107055664
199,2.9134082794189453
200,2.9108166694641113
201,2.9077930450439453
202,2.9066426753997803
203,2.9045727252960205
204,2.9026200771331787
205,2.9010167121887207
206,2.8989157676696777
207,2.895583391189575
208,2.8949501514434814
209,2.8913497924804688
210,2.8896124362945557
211,2.8874359130859375
212,2.886263370513916
213,2.8836119174957275
214,2.881603479385376
215,2.87809681892395
216,2.8763017654418945
217,2.874119997024536
218,2.8732173442840576
219,2.871285915374756
220,2.868886947631836
221,2.865766763687134
222,2.8642935752868652
223,2.8634700775146484
224,2.861544609069824
225,2.8577988147735596
226,2.856773614883423
227,2.85459566116333
228,2.852155923843384
229,2.8496947288513184
230,2.848456621170044
231,2.8460488319396973
232,2.843449354171753
233,2.842578887939453
234,2.839397430419922
235,2.8370113372802734
236,2.8356053829193115
237,2.8331785202026367
238,2.8322360515594482
239,2.829557418823242
240,2.8275535106658936
241,2.8261330127716064
242,2.8247671127319336
243,2.8229780197143555
244,2.821027994155884
245,2.8172292709350586
246,2.815504789352417
247,2.8139429092407227
248,2.8122951984405518
249,2.8093254566192627
250,2.808212995529175
251,2.8057756423950195
252,2.803769826889038
253,2.8006982803344727
254,2.800363779067993
255,2.7981154918670654
256,2.795700788497925
257,2.793480634689331
258,2.7925219535827637
259,2.7898967266082764
260,2.7888660430908203
261,2.78694748878479
262,2.784416675567627
263,2.7817583084106445
264,2.7812702655792236
265,2.77848219871521
266,2.7775864601135254
267,2.7746307849884033
268,2.7730095386505127
269,2.771576404571533
270,2.7683980464935303
271,2.76725172996521
272,2.765017509460449
273,2.763615131378174
274,2.761594533920288
275,2.759713888168335
276,2.7583324909210205
277,2.755863666534424
278,2.753693103790283
279,2.7520201206207275
280,2.750253200531006
281,2.747549533843994
282,2.745255470275879
283,2.744163990020752
284,2.742255210876465
285,2.7418198585510254
286,2.7383272647857666
287,2.7366831302642822
288,2.734529733657837
289,2.7346973419189453
290,2.7327187061309814
291,2.729583978652954
292,2.7297370433807373
293,2.7258806228637695
294,2.7242605686187744
295,2.7219059467315674
296,2.7203385829925537
297,2.718531847000122
298,2.7161152362823486
299,2.7148873805999756
300,2.7118656635284424
301,2.7118499279022217
302,2.7089595794677734
303,2.707822799682617
304,2.705421209335327
305,2.704075336456299
306,2.7025887966156006
307,2.7000608444213867
308,2.6993885040283203
309,2.6967546939849854
310,2.6944496631622314
311,2.692692518234253
312,2.6922245025634766
313,2.6901628971099854
314,2.688610553741455
315,2.6861891746520996
316,2.6830790042877197
317,2.6834163665771484
318,2.68203067779541
319,2.6783833503723145
320,2.6778364181518555
321,2.675847053527832
322,2.673497438430786
323,2.6725268363952637
324,2.669447422027588
325,2.6690609455108643
326,2.665485382080078
327,2.665745258331299
328,2.662044048309326
329,2.6616017818450928
330,2.6595511436462402
331,2.6587610244750977
332,2.6572046279907227
333,2.6535634994506836
334,2.6531786918640137
335,2.6513614654541016
336,2.6495723724365234
337,2.646605968475342
338,2.6464407444000244
339,2.645019054412842
340,2.642958641052246
341,2.640676736831665
342,2.6404991149902344
343,2.637565851211548
344,2.635651111602783
345,2.6354634761810303
346,2.6325418949127197
347,2.6315462589263916
348,2.630335807800293
349,2.62890887260437
350,2.6260263919830322
351,2.6252732276916504
352,2.622856378555298
353,2.621129274368286
354,2.6186137199401855
355,2.617582082748413
356,2.6161606311798096
357,2.614461660385132
358,2.6117000579833984
359,2.610252857208252
360,2.610424518585205
361,2.6080002784729004
362,2.6052353382110596
363,2.604114294052124
364,2.6037302017211914
365,2.6020147800445557
366,2.6006534099578857
367,2.597712516784668
368,2.596889019012451
369,2.594987630844116
370,2.5947020053863525
371,2.5914320945739746
372,2.589890956878662
373,2.5880088806152344
374,2.5865256786346436
375,2.5851309299468994
376,2.584109306335449
377,2.5828304290771484
378,2.5802130699157715
379,2.5782630443573
380,2.5776662826538086
381,2.57487154006958
382,2.574476718902588
383,2.572441339492798
384,2.5723280906677246
385,2.5706632137298584
386,2.5675435066223145
387,2.5657548904418945
388,2.5656275749206543
389,2.5641441345214844
390,2.5619101524353027
391,2.5600244998931885
392,2.5588181018829346
393,2.5575215816497803
394,2.5549025535583496
395,2.5550143718719482
396,2.5522141456604004
397,2.5513975620269775
398,2.550265073776245
399,2.5491201877593994
400,2.5471744537353516
401,2.545980215072632
402,2.5431008338928223
403,2.542202949523926
404,2.5411977767944336
405,2.5377817153930664
406,2.537818670272827
407,2.536097288131714
408,2.534207820892334
409,2.5343363285064697
410,2.5327961444854736
411,2.529813766479492
412,2.52872633934021
413,2.52669358253479
414,2.5265235900878906
415,2.5251529216766357
416,2.5227036476135254
417,2.521371364593506
418,2.519915819168091
419,2.5191574096679688
420,2.5167605876922607
421,2.515901803970337
422,2.5143747329711914
423,2.5135605335235596
424,2.5119056701660156
425,2.5103700160980225
426,2.5087597370147705
427,2.5071022510528564
428,2.5059244632720947
429,2.5050132274627686
430,2.503904342651367
431,2.5013089179992676
432,2.5002763271331787
433,2.498964548110962
434,2.4977948665618896
435,2.4961752891540527
436,2.4945971965789795
437,2.4919638633728027
438,2.49288010597229
439,2.4900715351104736
440,2.489004135131836
441,2.4875142574310303
442,2.4861717224121094
443,2.4839227199554443
444,2.4833171367645264
445,2.481142520904541
446,2.48057222366333
447,2.47861647605896
448,2.4781534671783447
449,2.476174831390381
450,2.4757111072540283
451,2.4734246730804443
452,2.4716951847076416
453,2.4708776473999023
454,2.46887469291687
455,2.4682304859161377
456,2.4663782119750977
457,2.4654123783111572
458,2.463784694671631
459,2.463348627090454
460,2.461376667022705
461,2.459451913833618
462,2.458479404449463
463,2.457278251647949
464,2.4574804306030273
465,2.4560210704803467
466,2.453535556793213
467,2.450627326965332
468,2.4515974521636963
469,2.4498698711395264
470,2.4479482173919678
471,2.446929693222046
472,2.445539951324463
473,2.4446702003479004
474,2.44333553314209
475,2.4419116973876953
476,2.4392290115356445
477,2.439788579940796
478,2.437703847885132
479,2.436267137527466
480,2.436246395111084
481,2.4339864253997803
482,2.4335947036743164
483,2.430819511413574
484,2.4298973083496094
485,2.42828631401062
486,2.4260826110839844
487,2.4256091117858887
488,2.4255282878875732
489,2.4239416122436523
490,2.4215970039367676
491,2.4201462268829346
492,2.4203011989593506
493,2.4186301231384277
494,2.417921304702759
495,2.4156973361968994
496,2.4138925075531006
497,2.4129116535186768
498,2.4123098850250244
499,2.410398006439209
