,0
101,3.094564199447632
102,3.334777355194092
103,3.2861547470092773
104,3.167311668395996
105,3.2392842769622803
106,3.2903380393981934
107,3.028108835220337
108,3.015082359313965
109,3.200533628463745
110,3.2448174953460693
111,3.2113404273986816
112,2.926319122314453
113,2.8673815727233887
114,3.0107221603393555
115,3.6013967990875244
116,2.846102476119995
117,3.182102680206299
118,2.962470531463623
119,3.0724551677703857
120,3.017876625061035
121,3.6240615844726562
122,3.0797476768493652
123,3.2955758571624756
124,3.3177480697631836
125,3.2117199897766113
126,3.0510787963867188
127,3.6317338943481445
128,2.9728527069091797
129,3.71708345413208
130,3.212200403213501
131,3.0123608112335205
132,3.375807762145996
133,3.1584932804107666
134,3.0599899291992188
135,2.9451723098754883
136,3.165778398513794
137,3.2371959686279297
138,3.246370792388916
139,3.116091728210449
140,2.8688464164733887
141,3.5253639221191406
142,3.135092258453369
143,2.6405999660491943
144,3.3625895977020264
145,3.162987232208252
146,2.969982147216797
147,3.2064993381500244
148,3.31657338142395
149,2.9023571014404297
150,3.3940846920013428
151,2.993464708328247
152,2.817859411239624
153,3.1883761882781982
154,3.465996026992798
155,3.280078887939453
156,3.2767016887664795
157,3.149707317352295
158,3.45843768119812
159,3.443107843399048
160,3.251938819885254
161,3.5765485763549805
162,3.144840717315674
163,3.259593963623047
164,2.9172475337982178
165,2.9113352298736572
166,3.1915011405944824
167,2.901813268661499
168,3.345651626586914
169,3.4699487686157227
170,3.0770699977874756
171,2.8606386184692383
172,2.8105106353759766
173,3.1259453296661377
174,3.0253076553344727
175,3.090383291244507
176,3.2002220153808594
177,3.359142303466797
178,3.393369674682617
179,3.2562360763549805
180,3.035510778427124
181,2.76151180267334
182,3.6401007175445557
183,3.0860469341278076
184,2.9216504096984863
185,3.510287284851074
186,2.6479313373565674
187,3.065077066421509
188,2.998014211654663
189,3.2788054943084717
190,2.832984685897827
191,3.0220577716827393
192,3.2735424041748047
193,3.2263095378875732
194,3.034976005554199
195,3.1269733905792236
196,3.0023491382598877
197,3.211414098739624
198,3.2688376903533936
199,3.3420588970184326
200,2.7005014419555664
201,2.960036039352417
202,3.0882883071899414
203,3.300506353378296
204,3.3051021099090576
205,2.797459363937378
206,2.951716184616089
207,3.125169038772583
208,2.92935848236084
209,3.185471773147583
210,3.3727595806121826
211,3.0193369388580322
212,2.8176348209381104
213,2.949512481689453
214,3.340428590774536
215,3.1690287590026855
216,3.236999034881592
217,2.915148973464966
218,3.1371896266937256
219,2.857769727706909
220,2.825007915496826
221,2.8070874214172363
222,2.804401159286499
223,2.7705655097961426
224,3.1835622787475586
225,2.724778413772583
226,2.963623285293579
227,2.649914264678955
228,3.1890084743499756
229,2.831892490386963
230,3.148998975753784
231,2.842672109603882
232,2.878544807434082
233,3.311594009399414
234,2.840580940246582
235,2.7634849548339844
236,3.3223965167999268
237,3.0231387615203857
238,2.7672433853149414
239,3.099065065383911
240,3.1847047805786133
241,3.4417691230773926
242,2.5351803302764893
243,2.9841623306274414
244,2.690006732940674
245,2.94370174407959
246,2.723146915435791
247,3.3324637413024902
248,2.6249382495880127
249,2.557515859603882
250,3.158273220062256
251,2.8110198974609375
252,2.9001824855804443
253,2.800865411758423
254,3.1735785007476807
255,2.6783478260040283
256,3.028188467025757
257,3.0787930488586426
258,2.9521687030792236
259,3.1651790142059326
260,3.121875762939453
261,2.7588751316070557
262,2.902406692504883
263,2.8158934116363525
264,2.6999053955078125
265,2.9088828563690186
266,2.417520523071289
267,3.0208795070648193
268,2.9610986709594727
269,2.608981132507324
270,2.606745481491089
271,2.8607378005981445
272,2.6863725185394287
273,2.8595871925354004
274,3.269080400466919
275,3.2155611515045166
276,3.1673085689544678
277,2.9411044120788574
278,2.7167892456054688
279,2.920130729675293
280,2.9530632495880127
281,2.907684564590454
282,3.1202449798583984
283,2.638223886489868
284,2.94331693649292
285,2.352543354034424
286,2.9244625568389893
287,2.665510892868042
288,3.1923489570617676
289,3.1487369537353516
290,2.745077610015869
291,2.479125499725342
292,2.746947765350342
293,2.4385125637054443
294,3.2861666679382324
295,2.868054151535034
296,2.7873899936676025
297,2.5997653007507324
298,2.544943332672119
299,3.1706008911132812
300,2.998175859451294
301,2.767551898956299
302,2.5529465675354004
303,3.233633518218994
304,2.3640084266662598
305,2.929396152496338
306,2.694495916366577
307,2.91296648979187
308,2.582487106323242
309,3.34997820854187
310,2.747119665145874
311,2.8682515621185303
312,3.308849334716797
313,3.0954434871673584
314,2.9530510902404785
315,2.7148869037628174
316,2.9610047340393066
317,2.8277060985565186
318,2.5042102336883545
319,2.6851491928100586
320,3.2475345134735107
321,2.7558693885803223
322,2.7114200592041016
323,2.5178561210632324
324,2.612644672393799
325,2.7766544818878174
326,2.630998373031616
327,2.7224488258361816
328,2.646981954574585
329,3.240150213241577
330,2.844149351119995
331,2.508066415786743
332,3.170588493347168
333,2.9606008529663086
334,2.8299670219421387
335,2.8430380821228027
336,2.621924638748169
337,2.6795103549957275
338,2.7613792419433594
339,3.0238845348358154
340,2.67069935798645
341,2.8923323154449463
342,2.7597501277923584
343,3.1915979385375977
344,2.925865888595581
345,2.8607726097106934
346,2.7322559356689453
347,3.130215644836426
348,2.787951946258545
349,2.4617626667022705
350,2.7220613956451416
351,2.9301950931549072
352,2.4964711666107178
353,2.6300528049468994
354,2.600827217102051
355,2.6873278617858887
356,2.750565767288208
357,2.7734670639038086
358,3.2646162509918213
359,2.681919813156128
360,2.8333866596221924
361,2.778642177581787
362,2.9068074226379395
363,2.35102915763855
364,2.902804136276245
365,2.717930316925049
366,2.507373332977295
367,2.7058846950531006
368,2.8421220779418945
369,2.4330344200134277
370,2.9106485843658447
371,2.6158833503723145
372,2.882397413253784
373,2.7733700275421143
374,2.9841742515563965
375,2.5873093605041504
376,2.817774534225464
377,2.6734912395477295
378,2.5645267963409424
379,2.7446794509887695
380,2.989614248275757
381,2.588547706604004
382,2.8109843730926514
383,3.1959211826324463
384,2.493372917175293
385,2.830552816390991
386,2.15834379196167
387,2.786750555038452
388,2.8584229946136475
389,3.106471061706543
390,2.650557518005371
391,2.763657808303833
392,2.573183536529541
393,2.532062530517578
394,2.8152244091033936
395,2.7633330821990967
396,2.718379497528076
397,2.9752821922302246
398,2.6651129722595215
399,2.3758394718170166
400,2.749098539352417
401,2.6659679412841797
402,2.601262092590332
403,2.6080524921417236
404,2.541701555252075
405,3.04508900642395
406,2.714939832687378
407,2.5823187828063965
408,3.147594928741455
409,2.803130626678467
410,3.0013937950134277
411,2.4259514808654785
412,2.916926145553589
413,2.6841347217559814
414,2.7840216159820557
415,2.438587188720703
416,2.5893261432647705
417,2.795583963394165
418,2.827988386154175
419,2.6453444957733154
420,3.0462076663970947
421,2.722078561782837
422,2.417515277862549
423,2.9801368713378906
424,2.8202970027923584
425,3.050459861755371
426,2.7604598999023438
427,2.5262575149536133
428,3.122518301010132
429,2.6937906742095947
430,2.9769065380096436
431,2.2608461380004883
432,2.7116353511810303
433,2.6293439865112305
434,2.716139078140259
435,2.2540998458862305
436,2.6085615158081055
437,2.38358998298645
438,2.609989643096924
439,2.3986852169036865
440,2.5073230266571045
441,2.4376296997070312
442,2.7835779190063477
443,2.4420344829559326
444,2.2779908180236816
445,2.557478189468384
446,2.5468854904174805
447,2.828768014907837
448,2.764702796936035
449,2.5381250381469727
450,2.3823933601379395
451,2.578089475631714
452,2.6911239624023438
453,2.65635347366333
454,2.72475528717041
455,2.5883476734161377
456,2.5542092323303223
457,2.4982428550720215
458,2.347365617752075
459,2.5013155937194824
460,2.843564987182617
461,2.9288933277130127
462,2.3794572353363037
463,2.579209804534912
464,2.6779897212982178
465,2.5799691677093506
466,2.8488872051239014
467,2.824481964111328
468,2.2485456466674805
469,2.5010671615600586
470,2.717557668685913
471,2.7506983280181885
472,2.3706321716308594
473,2.1787946224212646
474,2.584401845932007
475,2.2213621139526367
476,2.6522767543792725
477,2.6867194175720215
478,2.17553973197937
479,2.3242876529693604
480,2.55953311920166
481,2.5611658096313477
482,2.3478920459747314
483,2.6001670360565186
484,2.7525711059570312
485,2.255605697631836
486,2.3025283813476562
487,2.2970213890075684
488,2.2420337200164795
489,2.8594753742218018
490,2.8958349227905273
491,2.527491331100464
492,2.8496782779693604
493,2.8394222259521484
494,2.3320047855377197
495,2.1134984493255615
496,2.6108336448669434
497,2.3322274684906006
498,2.3661885261535645
499,2.1681346893310547
